file,pointer,navStyle,currentSource,navMode,fileName,pathOverride,confidence,note
lib/stac/tobank/flows/promissory/json_upload/promissory_payment_deposits.json,/child/onContinue,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.promissory_sign/1,apiJson,promissory_sign,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/promissory/json_upload/promissory_receiver.json,/child/appBar/leading/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/promissory/json_upload/promissory_receiver.json,/child/body/child/children[1]/child/onPressed/actions[2]/results[0]/action/actions[1],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.promissory_data/1,apiJson,promissory_data,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/promissory/json_upload/promissory_rules.json,/child/appBar/leading/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/promissory/json_upload/promissory_rules.json,/child/body/children[5]/child/onPressed,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.promissory_deposits/1,apiJson,promissory_deposits,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/promissory/json_upload/promissory_sign.json,/child/appBar/leading/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/promissory/json_upload/promissory_sign.json,/child/body/children[1]/child/onPressed/widget/actions[1]/onPressed/actions[2]/results[0]/action/actions[2],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.promissory_success/1,apiJson,promissory_success,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/promissory/json_upload/promissory_sign.json,/child/body/children[1]/child/onPressed/widget/actions[1]/onPressed/actions[2]/results[1]/action/actions[1],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.promissory_success/1,apiJson,promissory_success,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transaction/json/transaction_filter.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transaction/json/transaction_filter.json,/child/body/child/children[14]/onPressed/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transaction/json/transaction_intro.json,/child/body/child/children[2]/child/child/children[1]/child/children[1]/children[0]/onTap,push,routeName=transaction_filter,dart,transaction_filter,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_amount.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_amount.json,/child/body/child/child/child/children[2]/child/children[0]/children[4]/child/onPressed/actions[1]/validAction/actions[1],push,assetPath=lib/stac/tobank/flows/transfer/json/transfer_card_details.json,localJson,transfer_card_details,,auto,"canonical json path, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_amount.json,/child/body/child/child/child/children[2]/child/children[1]/children[4]/onPressed/actions[2],push,assetPath=lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,localJson,transfer_in_bank_details,,auto,"canonical json path, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_amount.json,/child/body/child/child/child/children[2]/child/children[2]/children[4]/onPressed/actions[3],push,assetPath=lib/stac/tobank/flows/transfer/json/transfer_details.json,localJson,transfer_details,,auto,"canonical json path, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_card_details.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_card_details.json,/child/body/child/child/children[2]/onPressed/actions[1],push,routeName=transfer_confirm,dart,transfer_confirm,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_card_result.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_confirm.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_confirm.json,/child/body/child/child/children[2]/onPressed/dialog/child/children[8]/children[0]/child/onPressed/actions[1],push,assetPath=lib/stac/tobank/flows/transfer/json/transfer_card_result.json,localJson,transfer_card_result,,auto,"canonical json path, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_confirm.json,/child/body/replacement/child/children[2]/onPressed,push,assetPath=lib/stac/tobank/flows/transfer/json/transfer_result.json,localJson,transfer_result,,auto,"canonical json path, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[0]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[2]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[4]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[6]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[8]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[10]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[12]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[14]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[16]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[18]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[20]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[22]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[6]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[6]/onTap/actions[3],push,assetPath=lib/stac/tobank/flows/transfer/json/transfer_confirm.json,localJson,transfer_confirm,,auto,"canonical json path, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[8]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[8]/onTap/actions[3],push,assetPath=lib/stac/tobank/flows/transfer/json/transfer_confirm.json,localJson,transfer_confirm,,auto,"canonical json path, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_in_bank_confirm.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_confirm.json,/child/body/child/children[2]/onPressed,push,assetPath=lib/stac/tobank/flows/transfer/json/transfer_in_bank_result.json,localJson,transfer_in_bank_result,,auto,"canonical json path, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[0]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[2]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[4]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[6]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[8]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[10]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[12]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[14]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[16]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[18]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[20]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[22]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[4]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_in_bank_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[4]/onTap/actions[3],push,assetPath=lib/stac/tobank/flows/transfer/json/transfer_in_bank_confirm.json,localJson,transfer_in_bank_confirm,,auto,"canonical json path, address-equal"
lib/stac/tobank/flows/transfer/json/transfer_in_bank_result.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json/transfer_result.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_amount.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_amount.json,/child/body/child/child/child/children[2]/child/children[0]/children[4]/child/onPressed/actions[1]/validAction/actions[1],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_card_details/1,apiJson,transfer_card_details,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_amount.json,/child/body/child/child/child/children[2]/child/children[1]/children[4]/onPressed/actions[2],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_in_bank_details/1,apiJson,transfer_in_bank_details,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_amount.json,/child/body/child/child/child/children[2]/child/children[2]/children[4]/onPressed/actions[3],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_details/1,apiJson,transfer_details,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_card_details.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_card_details.json,/child/body/child/child/children[2]/onPressed/actions[1],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_confirm/1,apiJson,transfer_confirm,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_card_result.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_confirm.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_confirm.json,/child/body/child/child/children[2]/onPressed/dialog/child/children[8]/children[0]/child/onPressed/actions[1],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_card_result/1,apiJson,transfer_card_result,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_confirm.json,/child/body/replacement/child/children[2]/onPressed,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_result/1,apiJson,transfer_result,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[0]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[2]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[4]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[6]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[8]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[10]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[12]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[14]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[16]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[18]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[20]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[22]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[6]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[6]/onTap/actions[3],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_confirm/1,apiJson,transfer_confirm,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[8]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[8]/onTap/actions[3],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_confirm/1,apiJson,transfer_confirm,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_confirm.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_confirm.json,/child/body/child/children[2]/onPressed,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_in_bank_result/1,apiJson,transfer_in_bank_result,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[0]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[2]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[4]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[6]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[8]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[10]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[12]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[14]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[16]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[18]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[20]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[0]/child/child/children[6]/onTap/sheet/child/children[4]/child/child/children[22]/onTap/actions[2],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[4]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_details.json,/child/body/child/child/children[2]/onPressed/sheet/child/children[4]/onTap/actions[3],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.transfer_in_bank_confirm/1,apiJson,transfer_in_bank_confirm,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/transfer/json_upload/transfer_in_bank_result.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/transfer/json_upload/transfer_result.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[2]/child/children[0]/child/children[1]/onTap,push,routeName=user_validation_report_detail,dart,user_validation_report_detail,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[2]/child/children[2]/child/children[1]/onTap,push,routeName=user_validation_report_detail,dart,user_validation_report_detail,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[2]/child/children[4]/child/children[1]/onTap,push,routeName=user_validation_report_detail,dart,user_validation_report_detail,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[2]/child/children[6]/child/children[1]/onTap,push,routeName=user_validation_report_detail,dart,user_validation_report_detail,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[3]/child/children[0]/child/children[1]/onTap,push,routeName=user_validation_report_detail,dart,user_validation_report_detail,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[4]/child/children[0]/child/children[1]/onTap,push,routeName=user_validation_report_detail,dart,user_validation_report_detail,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[4]/child/children[2]/child/children[1]/onTap,push,routeName=user_validation_report_detail,dart,user_validation_report_detail,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[4]/child/children[4]/child/children[1]/onTap,push,routeName=user_validation_report_detail,dart,user_validation_report_detail,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[1]/child/child/children[4]/onPressed/actions[1]/sheet/child/child/child/child/children[14]/child/onPressed/sheet/child/child/child/children[6]/onPressed/dialog/child/child/children[4]/children[0]/child/onPressed/actions[1],push,routeName=user_validation_receipt,dart,user_validation_receipt,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_intro.json,/child/body/child/children[3]/child/children[1]/child/child/children[4]/onPressed/actions[1]/sheet/child/child/child/child/children[14]/replacement/onPressed/dialog/child/child/children[4]/children[0]/child/onPressed/actions[1],push,routeName=user_validation_receipt,dart,user_validation_receipt,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_preview.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/user_validation/json/user_validation_receipt.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/user_validation/json/user_validation_receipt.json,/body/child/child/children[9]/child/children[0]/children[3]/onTap,push,routeName=user_validation_preview,dart,user_validation_preview,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json/user_validation_report_detail.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/user_validation/json/user_validation_report_detail.json,/body/child/children[1]/child/child/children[0]/children[3]/onTap,push,routeName=user_validation_preview,dart,user_validation_preview,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[2]/child/children[0]/child/children[1]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_report_detail/1,apiJson,user_validation_report_detail,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[2]/child/children[2]/child/children[1]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_report_detail/1,apiJson,user_validation_report_detail,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[2]/child/children[4]/child/children[1]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_report_detail/1,apiJson,user_validation_report_detail,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[2]/child/children[6]/child/children[1]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_report_detail/1,apiJson,user_validation_report_detail,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[3]/child/children[0]/child/children[1]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_report_detail/1,apiJson,user_validation_report_detail,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[4]/child/children[0]/child/children[1]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_report_detail/1,apiJson,user_validation_report_detail,,auto,"real resolveUrl, address-equal"
